contest_class_first,contest_class_second,contest_class_second_id,contest_end_time,contest_id,contest_name,contest_start_time,contest_url,enter_range,is_contest_status,is_exam,is_new,level_name,module,organiser,organiser_name,rank,regist_end_time,regist_start_time,thumb_pic,time_name,time_status
1005,song_and_dance,25,1970-01-01,50957, 传承鲁迅风骨！第五届“鲁迅故里杯”全国廉政杂文大赛征稿啦,1970-01-01,vse/50957,全国,2,0,0,全国性,0,绍兴市纪委监委  等,主办方,0,2024-08-31,2024-06-24,,比赛进行中,22
1001,computer,6,2024-08-31,50941,【教育部白名单】2024年全国大学生计算机系统能力大赛-智能计算创新设计赛（先导杯）,2024-06-17,vse/XDB/2024,全国,1,0,0,全国性,0,全国高等学校计算机教育研究会 等,主办方,0,2024-08-31,2024-06-17,,比赛结束,23
1005,industry_design,21,1970-01-01,50936,2024年第二届天文科普作品征集,1970-01-01,vse/50936,全国,2,0,0,全国性,0,天文科普工作协作组 等,主办方,0,2024-08-31,2024-07-14,,比赛进行中,22
1004,environment,27,1970-01-01,50924,"“美丽中国·西南风韵""2024年生态文化作品征集推广活动",1970-01-01,vse/50924,全国,2,0,0,全国性,0,重庆市生态环境局 等,主办方,0,2024-08-31,2024-07-09,,比赛进行中,22
1005,industry_design,21,1970-01-01,50913,2024黔东南州民族博物馆首届文创产品设计大赛,1970-01-01,vse/50913,全国,2,0,0,全国性,0,黔东南州民族博物馆,主办方,0,2024-08-31,2024-06-24,,比赛进行中,22
1001,computer,6,1970-01-01,50905,首届全球数智教育创新大赛,1970-01-01,vse/50905,全国,2,0,0,全国性,0,数字智能国际发展教育联盟,主办方,0,2024-08-31,2024-06-26,,比赛进行中,22
1002,match,16,1970-01-01,50788,首届全球数智教育创新大赛,1970-01-01,vse/50788,全国,0,0,0,全国性,0,数字智能国际发展教育联盟,主办方,0,2024-08-31,2024-07-03,,报名结束,13
1005,song_and_dance,25,1970-01-01,50414,杨万里诗歌奖征稿,1970-01-01,vse/50414,全国,0,0,0,其他,0,中国诗歌网 等,主办方,0,2024-08-31,2024-06-05,https://publicqn.saikr.com/contest/thmub/cropper/upload/1717575413208images.png,报名结束,13
1005,song_and_dance,25,1970-01-01,50349,第三十六届马鞍山李白诗歌节之第十届“李白杯”诗歌大赛,1970-01-01,vse/50349,全国,0,0,0,其他,0,中国诗歌学会、马鞍山李白诗歌节组委会,主办方,0,2024-08-31,2024-05-28,,报名结束,13
1004,society,29,1970-01-01,50135,第六届“守护幸福河湖” 短视频征集,1970-01-01,vse/50135,全国,0,0,0,其他,0,中国水利水电出版传媒集团 水利部宣传教育中心 水利部河湖保护中心 水利部水利风景区建设与管理领导小组办公室 中国宋庆龄青少年科技文化交流中心,主办方,0,2024-08-31,2024-05-11,,报名结束,13
1005,song_and_dance,25,1970-01-01,50100,第五届“巴山夜雨诗歌奖”,1970-01-01,vse/50100,全国,0,0,0,其他,0,中共重庆市北碚区委、重庆市北碚区人民政府、《诗刊》社、重庆市作家协会、西南大学,主办方,0,2024-08-31,2024-05-09,,报名结束,13
1001,computer,6,1970-01-01,49982,【论文发表+实践证明+中英文项目证书+推荐信】暑假桌面研究科研实践项目合集（线上）,1970-01-01,vse/zmyj/s,全国,3,0,0,全国性,0,⾹港中⽂⼤学校友慈善基⾦伙伴机构未圆湖书院 等,主办方,0,2024-08-31,2024-04-18,https://publicqn.saikr.com/2024/04/18/contest662105e5233547.352137361713440372598.png,报名结束,13
1005,song_and_dance,25,1970-01-01,49753,2024中国老百姓摄影大赛,1970-01-01,vse/49753,全国,0,0,0,其他,0,湖南省摄影家协会、视觉中国,主办方,0,2024-08-31,2024-03-01,https://publicqn.saikr.com/2024/03/01/contest65e180bb390816.441618241709277385354.jpg,报名结束,13
1005,industry_design,21,1970-01-01,49689,首届“孔夫子文学奖”祥通杯生态文学主题征文全国大奖赛,1970-01-01,vse/49689,全国,0,0,0,其他,0,济宁市文联、济宁晚报社、济宁市作家协会、济宁市青年作家协会、《鲁艺》杂志社,主办方,0,2024-08-31,2024-02-22,https://publicqn.saikr.com/2024/02/22/contest65d6b9f01e4134.417147331708571145977.jpg,报名结束,13
1005,english,19,2024-09-07,50553,2024年第二届全国大学生英语能力挑战赛（NCEPC）,2024-09-07,vse/NCEPC/2024,全国,1,0,0,全国性,0,主办单位：中国外文局亚太传播中心（人民中国杂志社、中国报道杂志社）,主办方,0,2024-08-31,2024-06-23,https://publicqn.saikr.com/2024/08/27/contest66cd8d5d63ad75.587546311724747108556.png,比赛结束,23
1005,art_assessment,36,1970-01-01,51105,“2024中国农民丰收节·乡村电影周”Logo与海报设计征集活动,1970-01-01,vse/51105,全国,0,0,0,全国性,0,中国农业电影电视中心,主办方,0,2024-08-30,2024-05-31,,报名结束,13
1005,art_assessment,36,1970-01-01,51096,第二届“新时代·新影像”中外联合创作计划申报指南,1970-01-01,vse/51096,全国,0,0,0,全国性,0,中国外文局 等,主办方,0,2024-08-30,2024-07-31,,报名结束,13
1005,art_assessment,36,1970-01-01,51031,“皇城相府杯”第五届山西省文化创意设计大赛征集,1970-01-01,vse/51031,全国,0,0,0,全国性,0,山西省文化和旅游厅 等,主办方,0,2024-08-30,2024-06-30,,报名结束,13
1005,art_assessment,36,1970-01-01,51006,第二届“孔子文化”创意设计大赛,1970-01-01,vse/51006,全国,0,0,0,全国性,0,尼山世界儒学中心  等,主办方,0,2024-08-30,2024-07-02,,报名结束,13
1002,match,16,2024-09-08,51091,【哈商大报名专用】2024年 “高教社杯”全国大学生数学建模竞赛报名通知,2024-09-05,vse/huc24guosai,全国,1,0,0,全国性,0,中国工业与应用数学学会,主办方,0,2024-08-30,2024-08-19,,比赛结束,23
1005,industry_design,21,1970-01-01,50956,2024“设计宝山·大美乡村”全国乡村文创设计大赛,1970-01-01,vse/50956,全国,2,0,0,全国性,0,上海市宝山区农业农村委员会 等,主办方,0,2024-08-30,2024-07-16,,比赛进行中,22
1005,industry_design,21,1970-01-01,50816,“青春守护中国粮” 2024长三角青年节粮主题创意及课程设计大赛,1970-01-01,vse/50816,全国,2,0,0,全国性,0,共青团上海市委员会 等,主办方,0,2024-08-30,2024-06-27,,比赛进行中,22
1005,speech,24,1970-01-01,49831,首届“泰山杯”大学生新闻大赛,1970-01-01,vse/49831,全国,0,0,0,其他,0,重庆移通学院、晋中信息学院、泰山科技学院,主办方,0,2024-08-30,2024-03-13,https://publicqn.saikr.com/2024/03/13/contest65f17f083e7c31.719367771710325519471.jpg,报名结束,13
1005,technology,33,1970-01-01,49624,第二届湖南高校大学生征文,1970-01-01,vse/49624,全国,0,0,0,其他,0,第二届湖南高校大学生征文,主办方,0,2024-08-30,2024-02-01,,报名结束,13
1004,occupation,28,2024-08-31,49606,中国青年汽车研发仿真建模大赛,2024-08-29,vse/49606,全国,1,0,0,全国性,0,中国青年创业就业基金会 等,主办方,0,2024-08-30,2024-08-29,https://publicqn.saikr.com/2024/04/22/contest6625bb44b77a55.114608701713748911820.jpg,比赛结束,23
1005,song_and_dance,25,1970-01-01,49597,广东第三届乡村振兴故事征文大赛,1970-01-01,vse/49597,全国,0,0,0,其他,0,广东省文化学会、广东省乡村发展协会、中共广州市白云区委宣传部、帽峰山省级森林公园发起，羊城晚报社、中共天河区委宣传部、中共韶关市武江区委宣传部、广东省文艺评论家协会、广东省电影家协会、广东视窗、广东省文化学会乡村振兴研究院,主办方,0,2024-08-30,2024-01-26,,报名结束,13
1001,big_data,34,2024-09-25,51136,2024年工业互联网能力评测考试【云计算工程师】,2024-09-25,vse/51136,全国,0,0,0,全国性,0,工业和信息化部工业文化发展中心,主办方,0,2024-08-29,2024-08-26,https://publicqn.saikr.com/contest/thmub/cropper/upload/1724833342059images.png,报名结束,13
1005,art_assessment,36,1970-01-01,51086,“青春守护中国粮” 2024长三角青年节粮主题创意及课程设计大赛,1970-01-01,vse/51086,全国,0,0,0,全国性,0,共青团上海市委员会 等,主办方,0,2024-08-29,2024-07-31,,报名结束,13
1005,art_assessment,36,1970-01-01,51033,2024“设计宝山·大美乡村”全国乡村文创设计大赛,1970-01-01,vse/51033,全国,0,0,0,全国性,0,上海市宝山区农业农村委员会 等,主办方,0,2024-08-29,2024-07-31,,报名结束,13
1005,art_assessment,36,1970-01-01,51008,2024“寿州礼物”文创产品设计大赛,1970-01-01,vse/51008,全国,0,0,0,全国性,0,中共寿县县委宣传部 等,主办方,0,2024-08-29,2024-07-31,,报名结束,13
1005,art_assessment,36,1970-01-01,51004,2024中国农民丰收节系列活动•第二届中国乡村书画大赛,1970-01-01,vse/51004,全国,0,0,0,全国性,0,中国乡村发展协会,主办方,0,2024-08-29,2024-07-06,,报名结束,13
1004,society,29,1970-01-01,50815,“中伦杯”第十二届国际商事仲裁征文大赛,1970-01-01,vse/50815,全国,2,0,0,全国性,0,中国国际经济贸易仲裁委员会 等,主办方,0,2024-08-25,2024-07-04,,比赛进行中,22
1005,english,19,1970-01-01,50147,【暑假实习】中国外文局亚太传播中心英语暑假实习夏令营,1970-01-01,vse/trtraining15,全国,3,0,0,全国性,0,中国外文局亚太传播中心（人民中国杂志社、中国报道杂志社）,主办方,0,2024-08-25,2024-05-15,https://publicqn.saikr.com/2024/05/15/contest664434f0983071.013109141715746044544.png,报名结束,13
1002,match,16,2024-08-25,51079,2024年南航金城学院数模竞赛校赛,2024-08-20,vse/51079,南京航空航天大学金城学院,1,0,0,校级,0,南京航空航天大学金城学院,主办方,0,2024-08-25,2024-08-19,,比赛结束,23
1005,art_assessment,36,1970-01-01,51080,“中伦杯”第十二届国际商事仲裁征文大赛,1970-01-01,vse/51080,全国,0,0,0,全国性,0,中国国际经济贸易仲裁委员会 等,主办方,0,2024-08-24,2024-07-31,,报名结束,13
1004,society,29,1970-01-01,50379,2024青少年“未来卓越工程师创新实践主题营”,1970-01-01,vse/KCSJGCY24,全国,0,0,0,全国性,0,海淀区中小学信息科技教育协会,主办方,0,2024-08-23,2024-06-01,https://publicqn.saikr.com/2024/06/04/contest665e70018dd8f4.412153131717465183742.png,报名结束,13
1005,art_assessment,36,1970-01-01,51050,哈尔滨2025年第九届亚冬会奖牌设计方案征集,1970-01-01,vse/51050,全国,0,0,0,全国性,0,2025年第九届亚洲冬季运动会组织委员会,主办方,0,2024-08-23,2024-06-30,,报名结束,13
1001,mcm,1,2024-09-08,50505,中南大学参加“2024高教社杯全国大学生数学建模竞赛”预报名及参赛作品收集,2024-09-05,vse/csumcmnational,全国,1,0,0,全国性,0,全国大学生数学建模竞赛组委会,主办方,0,2024-08-21,2024-08-19,,比赛结束,23
1005,technology,33,1970-01-01,50826,湖北省楚天杯公益广告征集,1970-01-01,vse/50826,全国,2,0,0,全国性,0,湖北省市场监管局 等,主办方,0,2024-08-20,2024-07-04,,比赛进行中,22
1005,art_assessment,36,1970-01-01,51076,湖北省楚天杯公益广告征集,1970-01-01,vse/51076,全国,0,0,0,全国性,0,湖北省市场监管局 等,主办方,0,2024-08-19,2024-07-31,,报名结束,13
1005,art_assessment,36,1970-01-01,51052,2024年安徽省“徽姑娘”创新创意大赛,1970-01-01,vse/51052,全国,0,0,0,全国性,0,安徽省妇女联合会 等,主办方,0,2024-08-19,2024-06-30,,报名结束,13
1001,big_data,34,2024-08-23,50798,2024第二届吉林省研究生数学建模竞赛,2024-08-19,vse/jlmcm,吉林省,1,0,0,省级,0,吉林省教育厅,主办方,0,2024-08-18,2024-07-01,,比赛结束,23
1004,occupation,28,2024-08-17,49894,【官网可查】2024大学生财会职业技能大赛,2024-08-17,vse/ZJWSFA,全国,1,0,0,全国性,0,中国智慧工程研究会职业教育专业委员会,主办方,0,2024-08-17,2024-03-28,,比赛结束,23
1001,mcm,1,2024-08-17,47295,第3轮模拟论文提交(2024年中南大学数模建模竞赛暑期集中培训),2024-08-11,vse/csumcmtrainround3,中南大学,1,0,0,校级,0,中南大学,主办方,0,2024-08-16,2024-08-11,,比赛结束,23
1005,industry_design,21,1970-01-01,50979,苏州文旅吉祥物设计征集,1970-01-01,vse/50979,全国,2,0,0,全国性,0,苏州市文化广电和旅游局,主办方,0,2024-08-16,2024-07-23,,比赛进行中,22
1004,occupation,28,2024-08-25,50068,【三权威单位盖章！】2024年第三届全国大学生数据分析实践赛,2024-08-16,vse/spsspro3,全国,1,0,0,全国性,0,中国现场统计研究会,主办方,0,2024-08-16,2024-04-01,https://publicqn.saikr.com/2024/04/25/contest662a140ac3b0a0.514305611714034455622.png,比赛结束,23
1005,art_assessment,36,1970-01-01,50970,“蛇”我其谁·“潮”起东方——2024东莞“湾区杯”蛇年生肖形象设计大赛,1970-01-01,vse/50970,全国,2,0,0,全国性,0,东莞理工学院、东莞职业技术学院、东莞报业传媒集团、哈一代娱乐文化集团,主办方,0,2024-08-15,2024-07-19,,比赛进行中,22
1005,art_assessment,36,1970-01-01,50954,“文创福建”2024年度主题征集活动,1970-01-01,vse/50954,全国,2,0,0,全国性,0,宁德市委宣传部 等,主办方,0,2024-08-15,2024-05-15,,比赛进行中,22
1005,art_assessment,36,1970-01-01,50947,2024年全国行业职业技能竞赛——第四届全国插花花艺行业职业技能竞赛,1970-01-01,vse/50947,全国,2,0,0,全国性,0,中国插花花艺协会 等,主办方,0,2024-08-15,2024-07-11,,比赛进行中,22
1005,industry_design,21,1970-01-01,50765,重庆好礼·重庆中国三峡博物馆首届“渝礼相遇” 文化创意设计大赛,1970-01-01,vse/50765,全国,0,0,0,全国性,0,重庆中国三峡博物馆、重庆市博物馆协会、重庆宣传文化发展基金会,主办方,0,2024-08-15,2024-07-01,,报名结束,13
1005,industry_design,21,1970-01-01,50545,第十六届厦门国际动漫节“金海豚奖”动漫作品大赛,1970-01-01,vse/50545,全国,0,0,0,全国性,0,厦门市人民政府,主办方,0,2024-08-15,2024-06-19,,报名结束,13
1004,society,29,1970-01-01,50341,第二届海峡两岸中华摄影奖征稿,1970-01-01,vse/50341,全国,0,0,0,其他,0,海峡两岸中华摄影奖组委会,主办方,0,2024-08-15,2024-05-27,,报名结束,13
1005,english,19,1970-01-01,50131,第九届全国高等院校英语教师教学基本功大赛,1970-01-01,vse/50131,全国,0,0,0,全国性,0,高等学校大学外语教学研究会  等,主办方,0,2024-08-15,2024-05-09,,报名结束,13
1005,english,19,1970-01-01,49967,2024年全国高等院校英语教学优秀学术论文评选,1970-01-01,vse/49967,全国,3,0,0,自由,0,高等学校大学外语教学研究会 等,主办方,0,2024-08-15,2024-05-09,,报名结束,13
1001,computer,6,2024-10-23,49863,2024 猛犸杯国际生命科学数据创新大赛 生信开发者挑战赛,2024-05-14,vse/MICOS2024,全国,1,0,0,全球性,0,国际数据委员会（CODATA） 等,主办方,0,2024-08-15,2024-05-14,https://publicqn.saikr.com/2024/05/13/contest6641d75f717f49.180096461715592298837.jpg,比赛结束,23
1005,art_assessment,36,1970-01-01,51016,潮向未来･海洋文创好礼设计大赛,1970-01-01,vse/51016,全国,0,0,0,全国性,0,宁德市委宣传部 等,主办方,0,2024-08-15,2024-07-03,,报名结束,13
1001,mcm,1,2024-08-18,50137,第五届数学建模教学与培训研讨会暨亚太地区大学生数学建模竞赛颁奖典礼,2024-08-15,vse/IGTA2024,全国,1,0,0,全国性,0,北京图象图形学学会,主办方,0,2024-08-15,2024-05-12,,比赛结束,23
1005,art_assessment,36,1970-01-01,51037,“蛇”我其谁·“潮”起东方——2024东莞“湾区杯”蛇年生肖形象设计大赛,1970-01-01,vse/51037,全国,0,0,0,全国性,0,东莞理工学院 等,主办方,0,2024-08-14,2024-06-30,,报名结束,13
1005,art_assessment,36,1970-01-01,50996,2024“唤醒心中的花园”青年创新创意征集,1970-01-01,vse/50996,全国,0,0,0,全国性,0,北京绿化基金会 等,主办方,0,2024-08-14,2024-07-29,,报名结束,13
1001,computer,6,1970-01-01,50927,中国高校数字技术大赛,1970-01-01,vse/50927,全国,0,0,0,全国性,0,中国高校数字技术大赛组委会,主办方,0,2024-08-14,2024-07-09,,报名结束,13
1001,robot,4,2024-08-14,51047,【1-B-1赛道竞赛】第十五届湖南省少儿才艺大赛科技类赛道,2024-08-10,vse/51047,全国,1,0,0,省级,0,共青团湖南省委 等,主办方,0,2024-08-14,2024-05-08,https://publicqn.saikr.com/2024/08/10/contest66b7692587d9b1.939110821723296110850.jpg,比赛结束,23
1001,robot,4,2024-08-13,51048,【3-B-1赛道竞赛】第十五届湖南省少儿才艺大赛科技类赛道,2024-08-13,vse/51048,全国,1,0,0,省级,0,共青团湖南省委 等,主办方,0,2024-08-13,2024-05-08,https://publicqn.saikr.com/2024/08/10/contest66b78345bcaa58.790083901723302737149.jpg,比赛结束,23
1005,industry_design,21,1970-01-01,50990,2024 甘肃省文创产品主题设计邀请赛,1970-01-01,vse/50990,全国,2,0,0,全国性,0,甘肃省旅游协会,主办方,0,2024-08-10,2024-07-09,,比赛进行中,22
1005,art_assessment,36,1970-01-01,50971,天津银行·2024天津马拉松“体彩杯”文创设计大赛,1970-01-01,vse/50971,全国,2,0,0,全国性,0,天津市体育局,主办方,0,2024-08-10,2024-07-19,,比赛进行中,22
1005,song_and_dance,25,1970-01-01,50935, “象雄古韵·天上阿里”第四届网络影像大赛,1970-01-01,vse/50935,全国,2,0,0,全国性,0,中共阿里地委网信办,主办方,0,2024-08-10,2024-07-09,,比赛进行中,22
1005,song_and_dance,25,1970-01-01,50813,“你好，北京”摄影作品征集活动征稿,1970-01-01,vse/50813,全国,2,0,0,全国性,0,北京市文化和旅游局,主办方,0,2024-08-10,2024-07-04,,比赛进行中,22
1004,society,29,1970-01-01,49813,无,1970-01-01,vse/49813,全国,3,0,0,全国性,0,无,主办方,0,2024-08-10,2024-03-12,,报名结束,13
1004,environment,27,1970-01-01,49660,无,1970-01-01,vse/49660,全国,3,0,0,全国性,0,无,主办方,0,2024-08-10,2024-02-09,,报名结束,13
1001,mcm,1,2024-08-10,47294,第2轮模拟论文提交(2024年中南大学数模建模竞赛暑期集中培训),2024-08-04,vse/csumcmtrainround2,中南大学,1,0,0,校级,0,中南大学,主办方,0,2024-08-09,2024-08-04,,比赛结束,23
1005,song_and_dance,25,1970-01-01,50981,2024年第六届“光明杯”全国手机摄影大展,1970-01-01,vse/50981,全国,2,0,0,全国性,0,中国艺术摄影学会、《中国摄影家》杂志社、广东省艺术摄影学会、中共深圳市光明区委宣传部、深圳市光明区,主办方,0,2024-08-08,2024-05-14,,比赛进行中,22
1005,song_and_dance,25,1970-01-01,51022,2024年第六届“光明杯”全国手机摄影大展,1970-01-01,vse/51022,全国,0,0,0,全国性,0,中国艺术摄影学会、《中国摄影家》杂志社、广东省艺术摄影学会、中共深圳市光明区委宣传部、深圳市光明区,主办方,0,2024-08-07,2024-08-04,,报名结束,13
1005,industry_design,21,2024-11-30,49619,首届中国青年汽车研发仿真建模大赛,2024-08-08,vse/49619,全国,1,0,0,全国性,0,中国青年创业就业基金会 等,主办方,0,2024-08-07,2024-05-12,https://publicqn.saikr.com/2024/04/19/contest66221a31093fc8.347641301713510977473.jpg,比赛结束,23
1004,society,29,1970-01-01,50946,第十一届紫金奖·建筑及环境设计大赛,1970-01-01,vse/50946,全国,2,0,0,全国性,0,中共江苏省委宣传部 等,主办方,0,2024-08-05,2024-07-15,,比赛进行中,22
1005,english,19,2024-08-04,49724,2024第二届“联合国采购杯”全国大学生英语阅读大赛,2024-08-03,vse/CGBYD24,全国,1,0,0,全球性,0,联合国采购杯全国大学生英语阅读大赛组委会,主办方,0,2024-08-04,2024-02-27,,比赛结束,23
1002,match,16,2024-08-07,50140,2024年第五届“华数杯”全国大学生数学建模竞赛,2024-08-04,vse/chinamcm/2024,全国,1,0,0,全国性,0,天津市未来与预测科学研究会 等,主办方,0,2024-08-04,2024-05-12,,比赛结束,23
1002,match,16,2024-08-04,49677,2024年全国大学生高新技术竞赛—数据分析竞赛,2024-08-04,vse/2024WLB/SJFX,全国,1,0,0,全国性,0,中国国际科技促进会物联网工作委员会,主办方,0,2024-08-03,2024-02-19,https://publicqn.saikr.com/2024/05/27/contest6653e7d8270041.177305601716774898469.png,比赛结束,23
1002,chemistry,18,2024-08-04,50357,第七届CRH杂交水稻杯机器人创客大赛 --大学生算法邀请赛,2024-08-04,vse/CRHrobotAcm/2024,全国,1,0,0,全国性,0,湖南省机器人科技教育学会,主办方,0,2024-08-03,2024-05-29,,比赛结束,23
1001,mcm,1,2024-08-03,47293,第1轮模拟论文提交(2024年中南大学数模建模竞赛暑期集中培训),2024-07-28,vse/csumcmtrainround1,中南大学,1,0,0,校级,0,中南大学,主办方,0,2024-08-02,2024-07-28,,比赛结束,23
1001,mcm,1,2024-08-18,50494,2024年“亚太杯”大学生数学建模夏令营,2024-08-11,vse/apmcmxly/2024,全国,1,0,0,全国性,0,北京校苑教育科技有限公司 等,主办方,0,2024-08-02,2024-06-13,,比赛结束,23
1001,mcm,1,2024-09-08,50779,2024全国大学生数学建模竞赛河西学院赛点报名,2024-09-05,vse/hxumcm2024,全国,1,0,0,全国性,0,中国工业与应用数学会 等,主办方,0,2024-08-01,2024-06-30,,比赛结束,23
1005,industry_design,21,1970-01-01,50495,第六届“祖国颂”世界华语文学作品征文活动,1970-01-01,vse/50495,全国,0,0,0,全国性,0,福建省文学艺术界联合会,主办方,0,2024-08-01,2024-06-01,,报名结束,13
1005,industry_design,21,1970-01-01,50440,奖金池425W！2024“越来越好”国际设计大赛全球征集,1970-01-01,vse/50440,全国,0,0,0,全球性,0,中央广播电视总台广东总站、深圳市工业设计行业协会等,主办方,0,2024-08-01,2024-04-01,,报名结束,13
1003,chuangye,3,1970-01-01,50143,【24年互联网+】中国国际大学生创新大赛,1970-01-01,vse/50143,全国,0,0,0,其他,0,教育部、中央统战部、中央网信办、国家发展改革委、工业和信息化部、人力资源社会保障部、农业 农村部、中国科学院、中国工程院、 国家知识产权局、国家乡村振兴局、共青团中央、上海市人民政府,主办方,0,2024-08-01,2024-05-14,,报名结束,13
1001,mcm,1,2024-09-25,50368,“华为杯”第二十一届中国研究生数学建模竞赛参赛(塔里木大学研究生),2024-09-21,vse/50368,全国,1,0,0,全国性,0,山东大学,主办方,0,2024-08-01,2024-06-01,,比赛结束,23
1005,industry_design,21,1970-01-01,50976,2024中铁高速首届东盟国际文化创意产品设计大赛,1970-01-01,vse/50976,全国,2,0,0,全国性,0,中铁交通投资集团有限公司,主办方,0,2024-07-31,2024-06-30,,比赛进行中,22
1004,society,29,1970-01-01,50965,“大地文心 河之情”生态文学作品征集,1970-01-01,vse/50965,全国,2,0,0,全国性,0,河南省生态环境厅、河南省文联,主办方,0,2024-07-31,2024-07-16,,比赛进行中,22
1004,society,29,1970-01-01,50923,“人文社科之光”第二届社科普及短视频大赛作品征集,1970-01-01,vse/50923,全国,2,0,0,全国性,0,全国各省区市社科联,主办方,0,2024-07-31,2024-07-07,,比赛进行中,22
1005,song_and_dance,25,1970-01-01,50911,第四届颜真卿奖全国书法篆刻作品展征稿,1970-01-01,vse/50911,全国,2,0,0,全国性,0,山东省文学艺术界联合会 等,主办方,0,2024-07-31,2024-07-04,,比赛进行中,22
1003,chuangye,3,1970-01-01,50799,第十八届iCAN大学生创新创业大赛,1970-01-01,vse/50799,全国,0,0,0,全国性,0,iCAN 大学生创新创业大赛组委会,主办方,0,2024-07-31,2024-04-01,,报名结束,13
1003,chuangye,3,1970-01-01,50355,【互联网+】关于中国国际大学生创新大赛,1970-01-01,vse/50355,全国,0,0,0,其他,0,教育部、中央统战部、中央网信办、国家发展改革委、工业和信息化部、人力资源社会保障部、农业农村部、中国科学院、中国工程院、国家知识产权局。 国家乡村振兴局、共青团中央、上海市人民政府,主办方,0,2024-07-31,2024-06-16,,报名结束,13
1005,art_assessment,36,1970-01-01,50340,【北京名校线下实地研修】国学专题研修班,1970-01-01,vse/gxyx,全国,0,0,0,全国性,0,华夏文化促进会素质教育委员会 等,主办方,0,2024-07-31,2024-05-27,,报名结束,13
1005,industry_design,21,1970-01-01,50229,2024恩施州博物馆首届文创设计大赛,1970-01-01,vse/50229,全国,0,0,0,其他,0,恩施州博物馆,主办方,0,2024-07-31,2024-05-23,,报名结束,13
1005,english,19,2024-07-31,49917,2024 第十五届“大连外国语大学 –《英语世界》杯”翻译大赛,2024-04-09,vse/translationSATI/2024,全国,1,0,0,全国性,0,商务印书馆《英语世界》 杂志社,主办方,0,2024-07-31,2024-04-09,,比赛结束,23
1005,art_assessment,36,2024-08-05,49872, 2024年第四届全国大学生生态环境保护竞赛【国赛】,2024-06-30,vse/stds/gs2024,全国,1,0,0,全国性,0,中国生态学学会生态学教育工作委员会 等,主办方,0,2024-07-31,2024-06-11,,比赛结束,23
1005,electronic_games,31,1970-01-01,49846,2024武汉文化创意设计大赛暨腾讯游戏创作大赛,1970-01-01,vse/49846,全国,3,0,0,其他,0,洪山区人民政府、腾讯科技(深圳)有限公司,主办方,0,2024-07-31,2024-03-15,https://publicqn.saikr.com/2024/03/15/contest65f401a5f10878.751911221710490049941.png,报名结束,13
1005,industry_design,21,1970-01-01,49845,第二届“未来战争科幻”征文大赛,1970-01-01,vse/49845,全国,0,0,0,其他,0,北京航天情报与信息研究所,主办方,0,2024-07-31,2024-03-15,,报名结束,13
1005,industry_design,21,1970-01-01,49822,"活力粘土——2024第12届""石湾杯""青年陶塑与建陶艺术国际大奖赛",1970-01-01,vse/49822,全国,0,0,0,其他,0,中国陶瓷工业协会、广东石湾陶瓷博物馆、国际陶艺学会,主办方,0,2024-07-31,2024-03-12,https://publicqn.saikr.com/2024/03/12/contest65f02bdbb26d05.529726391710238696206.png,报名结束,13
1005,industry_design,21,1970-01-01,49688,《儿童文学》第二届“新苗杯”短篇故事大赛,1970-01-01,vse/49688,全国,0,0,0,其他,0,《儿童文学》编辑部,主办方,0,2024-07-31,2024-02-22,https://publicqn.saikr.com/2024/02/22/contest65d6b87536f2d5.256345521708570977010.jpg,报名结束,13
1001,acm,2,1970-01-01,50106,2024第二届全国人工智能应用场景创新挑战赛,1970-01-01,vse/50106,全国,0,0,0,其他,0,中国人工智能学会、科技部新一代人工智能发展研究中心,主办方,0,2024-07-30,2024-04-29,,报名结束,13
1003,chuangye,3,2024-07-29,50945,2024年滨城人才创新创业大赛,2024-06-04,vse/50945,全国,1,0,0,市级,0,高新区党委人才办,主办方,0,2024-07-30,2024-06-04,,比赛结束,23
1002,chemistry,18,1970-01-01,50934,2024年第七届全国大学生工业设计大赛,1970-01-01,vse/50934,全国,0,0,0,全国性,0,全国工业设计一流专业建设协同创新平台、广东省本科高校工业设计专业教学指导委员会,主办方,0,2024-07-30,2024-06-22,,报名结束,13
1005,art_assessment,36,1970-01-01,50803,“深水秘境，探源启新”2024水下考古暨海洋文明创意设计大赛,1970-01-01,vse/50803,全国,3,0,0,全国性,0,宁波市文化广电旅游局（文物局）  等,主办方,0,2024-07-30,2024-05-14,,报名结束,13
1001,big_data,34,2024-09-24,51134,2024年工业互联网能力评测考试【物联网工程师】,2024-09-24,vse/51134,全国,1,0,0,全国性,0,工业和信息化部工业文化发展中心,主办方,0,2024-07-29,2024-06-26,https://publicqn.saikr.com/contest/thmub/cropper/upload/1724831190687images.png,比赛结束,23
1005,industry_design,21,2024-07-28,50929,第二届水赛杯国际当代艺术大奖赛,2024-06-21,vse/WICAA,全国,1,0,0,自由,0,水赛杯国际当代艺术大奖赛组委会 等,主办方,0,2024-07-28,2024-06-21,https://publicqn.saikr.com/contest/thmub/cropper/upload/1720893934455images.png,比赛结束,23
1002,physics,17,2024-07-29,50558,2024年第二届大学生信息系统创新大赛-- Java 编程巅峰赛,2024-07-28,vse/Java/202402,全国,0,0,0,全国性,0,湖北省计算机信息系统集成协会,主办方,0,2024-07-28,2024-07-27,,报名结束,13
